1,3,4,615,724,971,N202WN,JAN,HOU,359
1,3,4,1150,1303,2124,N646SW,JAN,HOU,359
1,3,4,2025,2135,3154,N252WN,JAN,HOU,359
1,3,4,1038,1314,1035,N346SW,JAN,MCO,587
1,3,4,1900,2123,205,N299WN,JAN,MDW,666
1,3,4,700,851,449,N528SW,JAN,MDW,666
1,3,4,948,959,3430,N487WN,JAX,BHM,365
1,3,4,646,725,1580,N243WN,JAX,BNA,484
1,3,4,1110,1136,2195,N479WN,JAX,BNA,484
1,3,4,1535,1603,2804,N255WN,JAX,BNA,484
1,3,4,1919,1942,3428,N215WN,JAX,BNA,484
1,3,4,1053,1245,433,N264LV,JAX,BWI,663
1,3,4,1433,1623,1331,N714CB,JAX,BWI,663
1,3,4,2015,2158,3504,N436WN,JAX,BWI,663
1,3,4,2139,2244,378,N726SW,JAX,FLL,318
1,3,4,1500,1602,640,N399WN,JAX,FLL,318
1,3,4,850,1000,1396,N387SW,JAX,FLL,318
1,3,4,646,752,2189,N405WN,JAX,FLL,318
1,3,4,1221,1328,3312,N685SW,JAX,FLL,318
1,3,4,1738,1841,3948,N467WN,JAX,FLL,318
1,3,4,1813,1936,54,N643SW,JAX,HOU,816
1,3,4,802,1001,2272,N263WN,JAX,IND,688
1,3,4,1820,1946,549,N363SW,JAX,ORF,543
1,3,4,821,953,3604,N257WN,JAX,ORF,543
1,3,4,1734,1941,23,N521SW,JAX,PHL,742
1,3,4,712,926,1232,N663SW,JAX,PHL,742
1,3,4,1318,1410,977,N376SW,JAX,TPA,180
1,3,4,958,1052,1574,N791SW,JAX,TPA,180
1,3,4,1859,1950,2019,N392SW,JAX,TPA,180
1,3,4,1538,1753,500,N799SW,LAS,ABQ,487
1,3,4,933,1151,778,N607SW,LAS,ABQ,487
1,3,4,2248,102,890,N618WN,LAS,ABQ,487
1,3,4,1327,1550,1171,N682SW,LAS,ABQ,487
1,3,4,624,846,1320,N456WN,LAS,ABQ,487
1,3,4,1614,1833,1925,N509SW,LAS,ABQ,487
1,3,4,1917,2136,2457,N293,LAS,ABQ,487
1,3,4,1832,148,302,N473WN,LAS,ALB,2237
1,3,4,1229,1633,1079,N351SW,LAS,AMA,758
1,3,4,1256,1724,155,N238WN,LAS,AUS,1090
1,3,4,2118,144,2021,N499WN,LAS,AUS,1090
1,3,4,905,1334,3222,N309SW,LAS,AUS,1090
1,3,4,1739,114,1018,N245WN,LAS,BDL,2298
1,3,4,906,1426,3948,N467WN,LAS,BHM,1618
1,3,4,816,1339,249,N256WN,LAS,BNA,1588
1,3,4,1325,1841,419,N275WN,LAS,BNA,1588
1,3,4,1506,2030,2032,N271WN,LAS,BNA,1588
1,3,4,2039,155,3940,N434WN,LAS,BNA,1588
1,3,4,924,1209,71,N312SW,LAS,BOI,520
1,3,4,1611,1849,538,N619SW,LAS,BOI,520
1,3,4,1824,117,2383,N290WN,LAS,BUF,1987
1,3,4,826,930,136,N493WN,LAS,BUR,223
1,3,4,2118,2224,219,N383SW,LAS,BUR,223
1,3,4,1818,1916,391,N608SW,LAS,BUR,223
1,3,4,650,748,670,N777QC,LAS,BUR,223
1,3,4,2146,2250,815,N626SW,LAS,BUR,223
1,3,4,2241,2340,1072,N369SW,LAS,BUR,223
1,3,4,1409,1513,1328,N396SW,LAS,BUR,223
1,3,4,1100,1157,1586,N293,LAS,BUR,223
1,3,4,1306,1406,1838,N509SW,LAS,BUR,223
1,3,4,1726,1832,2284,N409WN,LAS,BUR,223
1,3,4,915,1017,2699,N278WN,LAS,BUR,223
1,3,4,1229,1342,2874,N695SW,LAS,BUR,223
1,3,4,1459,1556,3237,N284WN,LAS,BUR,223
1,3,4,908,1628,1774,N220WN,LAS,BWI,2106
1,3,4,1817,122,2632,N784SW,LAS,BWI,2106
1,3,4,1248,2009,3759,N463WN,LAS,BWI,2106
1,3,4,956,1658,818,N244WN,LAS,CLE,1825
1,3,4,1849,121,564,N455WN,LAS,CMH,1772
1,3,4,1210,1905,991,N297WN,LAS,CMH,1772
1,3,4,701,941,85,N688SW,LAS,DEN,629
1,3,4,1047,1328,157,N481WN,LAS,DEN,629
1,3,4,2232,108,632,N203WN,LAS,DEN,629
1,3,4,1512,1802,706,N491WN,LAS,DEN,629
1,3,4,2025,2301,908,N480WN,LAS,DEN,629
1,3,4,1439,1720,1582,N318SW,LAS,DEN,629
1,3,4,1627,1916,2907,N647SW,LAS,DEN,629
1,3,4,1745,2017,2192,N313SW,LAS,ELP,584
1,3,4,1049,1320,2280,N352SW,LAS,ELP,584
1,3,4,1117,1325,1636,N321SW,LAS,GEG,806
1,3,4,1725,1940,2803,N660SW,LAS,GEG,806
1,3,4,1824,2303,719,N414WN,LAS,HOU,1235
1,3,4,1150,1644,1776,N408WN,LAS,HOU,1235
1,3,4,749,1227,3244,N475WN,LAS,HOU,1235
1,3,4,2051,134,3746,N321SW,LAS,HOU,1235
1,3,4,1555,2307,1027,N230WN,LAS,IAD,2066
1,3,4,2255,509,1924,N761RR,LAS,IND,1591
1,3,4,1129,1757,3920,N464WN,LAS,IND,1591
1,3,4,1602,2357,3144,N272WN,LAS,ISP,2283
1,3,4,1738,1838,82,N499WN,LAS,LAX,236
1,3,4,2207,2306,135,N244WN,LAS,LAX,236
1,3,4,1851,2004,317,N335SW,LAS,LAX,236
1,3,4,701,802,337,N488WN,LAS,LAX,236
1,3,4,1556,1704,354,N496WN,LAS,LAX,236
1,3,4,1254,1404,784,N401WN,LAS,LAX,236
1,3,4,840,946,790,N351SW,LAS,LAX,236
1,3,4,1540,1648,1061,N422WN,LAS,LAX,236
1,3,4,750,901,1653,N288WN,LAS,LAX,236
1,3,4,1228,1340,1928,N792SW,LAS,LAX,236
1,3,4,2047,2209,2367,N352SW,LAS,LAX,236
1,3,4,2158,2303,2896,N335SW,LAS,LAX,236
1,3,4,1028,1132,3655,N465WN,LAS,LAX,236
1,3,4,1423,1530,3917,N609SW,LAS,LAX,236
1,3,4,1147,1541,2382,N404WN,LAS,LBB,775
1,3,4,859,1343,565,N787SA,LAS,LIT,1295
1,3,4,1140,1537,43,N617SW,LAS,MAF,796
1,3,4,1226,1721,213,N302SW,LAS,MCI,1140
1,3,4,2118,154,411,N763SW,LAS,MCI,1140
1,3,4,2003,26,1004,N676SW,LAS,MCI,1140
1,3,4,1622,2059,1405,N775SW,LAS,MCI,1140
1,3,4,648,1123,2972,N634SW,LAS,MCI,1140
1,3,4,1003,1441,3068,N449WN,LAS,MCI,1140
1,3,4,1319,2033,380,N444WN,LAS,MCO,2039
1,3,4,1506,2122,74,N764SW,LAS,MDW,1521
1,3,4,648,1205,227,N723SW,LAS,MDW,1521
1,3,4,1052,1603,335,N712SW,LAS,MDW,1521
1,3,4,1424,1941,396,N407WN,LAS,MDW,1521
1,3,4,1211,1750,693,N232WN,LAS,MDW,1521
1,3,4,814,1334,823,N725SW,LAS,MDW,1521
1,3,4,934,1453,830,N436WN,LAS,MDW,1521
1,3,4,1708,2214,1865,N745SW,LAS,MDW,1521
1,3,4,1919,31,2025,N740SW,LAS,MDW,1521
1,3,4,1945,52,2450,N405WN,LAS,MDW,1521
1,3,4,2057,202,2794,N468WN,LAS,MDW,1521
1,3,4,1354,1907,3232,N201LV,LAS,MDW,1521
1,3,4,1703,33,767,N222WN,LAS,MHT,2356
1,3,4,1030,1545,762,N295WN,LAS,MSY,1501
1,3,4,1903,5,3327,N282WN,LAS,MSY,1501
1,3,4,1108,1244,125,N782SA,LAS,OAK,407
1,3,4,NA,NA,126,,LAS,OAK,407
1,3,4,1354,1525,127,N784SW,LAS,OAK,407
1,3,4,1944,2110,223,N223WN,LAS,OAK,407
1,3,4,1251,1425,237,N281WN,LAS,OAK,407
1,3,4,1548,1728,280,N460WN,LAS,OAK,407
1,3,4,821,955,864,N640SW,LAS,OAK,407
1,3,4,2216,2348,900,N679AA,LAS,OAK,407
1,3,4,2010,2203,962,N378SW,LAS,OAK,407
1,3,4,1433,1608,1011,N248WN,LAS,OAK,407
1,3,4,935,1106,1258,N774SW,LAS,OAK,407
1,3,4,2156,2334,1950,N408WN,LAS,OAK,407
1,3,4,2035,2209,3135,N695SW,LAS,OAK,407
1,3,4,602,733,3233,N354SW,LAS,OAK,407
1,3,4,1152,1616,86,N627SW,LAS,OKC,987
1,3,4,1435,1859,479,N622SW,LAS,OMA,1099
1,3,4,2049,106,875,N217JC,LAS,OMA,1099
1,3,4,913,1342,2111,N673AA,LAS,OMA,1099
1,3,4,1613,1721,187,N690SW,LAS,ONT,197
1,3,4,2015,2101,725,N259WN,LAS,ONT,197
1,3,4,655,742,731,N244WN,LAS,ONT,197
1,3,4,1438,1533,872,N788SA,LAS,ONT,197
