can_montreal_sofitel_montreal,sofitel montreal,http://www.tripadvisor.com/ShowUserReviews-g155032-d254354-r50082689-Sofitel_Montreal-Montreal_Quebec.html,1155 sherbrooke west,montreal,quebec,CAN,h3a 2n3,-1,-1,114,4.485964912
can_montreal_le_place_d_armes_hotel_suites,le place d armes hotel suites,http://www.tripadvisor.com/ShowUserReviews-g155032-d254461-r49600316-Le_Place_d_Armes_Hotel_Suites-Montreal_Quebec.html,55 saint-jacques w,montreal,quebec,CAN,h2y 3x2,-1,-1,120,4.45
can_montreal_le_germain_hotel_montreal,le germain hotel montreal,http://www.tripadvisor.com/ShowUserReviews-g155032-d185644-r48988336-Le_Germain_Hotel_Montreal-Montreal_Quebec.html,2050 rue mansfield,montreal,quebec,CAN,h3a 1y9,-1,-1,24,4.6
can_montreal_hilton_garden_inn_montreal_centre_ville,hilton garden inn montreal centre ville,http://www.tripadvisor.com/ShowUserReviews-g155032-d1064610-r49978816-Hilton_Garden_Inn_Montreal_Centre_ville-Montreal_Quebec.html,380 sherbrooke st. west,montreal,quebec,CAN,h3a 0b1,-1,-1,58,4.493103448
can_montreal_hotel_nelligan,hotel nelligan,http://www.tripadvisor.com/ShowUserReviews-g155032-d263978-r49852467-Hotel_Nelligan-Montreal_Quebec.html,106 saint paul st w,montreal,quebec,CAN,h2y 1z3,-1,-1,165,4.585454545
can_montreal_parc_suites_hotel,parc suites hotel,http://www.tripadvisor.com/ShowUserReviews-g155032-d1017598-r50523981-Parc_Suites_Hotel-Montreal_Quebec.html,3463 avenue du parc,montreal,quebec,CAN,h2x 2h6,-1,-1,60,4.563333333
can_montreal_residence_inn_by_marriott_montreal_downtown,residence inn by marriott montreal downtown,http://www.tripadvisor.com/ShowUserReviews-g155032-d183228-r50133850-Residence_Inn_by_Marriott_Montreal_Downtown-Montreal_Quebec.html,2045 peel street,montreal,quebec,CAN,h3a 1t6,-1,-1,114,4.354385965
can_montreal_hotel_dauphin_montreal_downtown,hotel dauphin montreal downtown,http://www.tripadvisor.com/ShowUserReviews-g155032-d639063-r49117146-Hotel_Dauphin_Montreal_Downtown-Montreal_Quebec.html,1025 de bleury street,montreal,quebec,CAN,h2z 1m7,-1,-1,38,4.478947368
can_montreal_w_montreal,w montreal,http://www.tripadvisor.com/ShowUserReviews-g155032-d497207-r50374855-W_Montreal-Montreal_Quebec.html,901 victoria square,montreal,quebec,CAN,h2z 1r1,-1,-1,129,4.262015504
can_montreal_hotel_du_fort,hotel du fort,http://www.tripadvisor.com/ShowUserReviews-g155032-d185733-r50046067-Hotel_du_Fort-Montreal_Quebec.html,1390 rue du fort,montreal,quebec,CAN,h3h 2r7,-1,-1,70,4.342857143
can_montreal_courtyard_by_marriott_montreal_airport,courtyard by marriott montreal airport,http://www.tripadvisor.com/ShowUserReviews-g155032-d612721-r47395871-Courtyard_by_Marriott_Montreal_Airport-Montreal_Quebec.html,7000 place robert-joncas,montreal,quebec,CAN,h4m 2z5,-1,-1,18,4.344444444
can_montreal_springhill_suites_old_montreal,springhill suites old montreal,http://www.tripadvisor.com/ShowUserReviews-g155032-d224666-r50237196-SpringHill_Suites_Old_Montreal-Montreal_Quebec.html,445 st jean baptiste st,montreal,quebec,CAN,h2y 2z7,-1,-1,79,4.407594937
can_montreal_fairfield_inn_suites_montreal_airport,fairfield inn suites montreal airport,http://www.tripadvisor.com/ShowUserReviews-g155032-d817421-r48533436-Fairfield_Inn_Suites_Montreal_Airport-Montreal_Quebec.html,700 avenue michel jasmin,montreal,quebec,CAN,h9p 1c5,-1,-1,17,4.447058824
can_montreal_chateau_de_l_argoat,chateau de l argoat,http://www.tripadvisor.com/ShowUserReviews-g155032-d183227-r50000060-Chateau_de_l_Argoat-Montreal_Quebec.html,524 rue sherbrooke est,montreal,quebec,CAN,h2l 1k1,-1,-1,93,4.298924731
can_montreal_marriott_chateau_champlain,marriott chateau champlain,http://www.tripadvisor.com/ShowUserReviews-g155032-d185746-r50434942-Marriott_Chateau_Champlain-Montreal_Quebec.html,1 place du canada,montreal,quebec,CAN,h3b 4c9,-1,-1,133,4.24962406
can_montreal_aloft_montreal_airport,aloft montreal airport,http://www.tripadvisor.com/ShowUserReviews-g155032-d1027281-r47423046-Aloft_Montreal_Airport-Montreal_Quebec.html,500 mcmillan blvd,montreal,quebec,CAN,h9p0a2,-1,-1,37,4.345945946
can_montreal_hotel_les_suites_labelle,hotel les suites labelle,http://www.tripadvisor.com/ShowUserReviews-g155032-d596377-r48348136-Hotel_Les_Suites_Labelle-Montreal_Quebec.html,1205 rue labelle,montreal,quebec,CAN,h2l 4c1,-1,-1,51,3.894117647
can_montreal_hotel_omni_mont_royal,hotel omni mont royal,http://www.tripadvisor.com/ShowUserReviews-g155032-d184305-r48736788-Hotel_Omni_Mont_Royal-Montreal_Quebec.html,1050 sherbrooke st. w.,montreal,quebec,CAN,h3a 2r6,-1,-1,160,4.19125
can_montreal_hilton_montreal_bonaventure,hilton montreal bonaventure,http://www.tripadvisor.com/ShowUserReviews-g155032-d185718-r50307514-Hilton_Montreal_Bonaventure-Montreal_Quebec.html,900 de la gauchetiere w,montreal,quebec,CAN,h5a 1e4,-1,-1,102,4.049019608
can_montreal_hotel_de_la_montagne,hotel de la montagne,http://www.tripadvisor.com/ShowUserReviews-g155032-d185732-r48338479-Hotel_de_la_Montagne-Montreal_Quebec.html,1430 rue de la montagne,montreal,quebec,CAN,h3g 1z5,-1,-1,50,4.212
can_montreal_auberge_du_vieux_port,auberge du vieux port,http://www.tripadvisor.com/ShowUserReviews-g155032-d155204-r50292254-Auberge_du_Vieux_Port-Montreal_Quebec.html,97 rue de la commune east,montreal,quebec,CAN,h2y 1j1,-1,-1,83,4.342168675
can_montreal_novotel_montreal_center,novotel montreal center,http://www.tripadvisor.com/ShowUserReviews-g155032-d155206-r49408892-Novotel_Montreal_Center-Montreal_Quebec.html,1180 rue de la montagne,montreal,quebec,CAN,h3g 1z1,-1,-1,66,4.075757576
can_montreal_le_1_rene_levesque,le 1 rene levesque,http://www.tripadvisor.com/ShowUserReviews-g155032-d1102072-r50350903-Le_1_Rene_Levesque-Montreal_Quebec.html,1 blvd rene levesque east,montreal,quebec,CAN,-1,-1,-1,42,4.1
can_montreal_marriott_residence_inn_montreal_airport,marriott residence inn montreal airport,http://www.tripadvisor.com/ShowUserReviews-g155032-d612673-r23140537-Marriott_Residence_Inn_Montreal_Airport-Montreal_Quebec.html,6500 place robert-joncas,montreal,quebec,CAN,h4m 2z5,-1,-1,12,4.366666667
can_montreal_intercontinental_montreal,intercontinental montreal,http://www.tripadvisor.com/ShowUserReviews-g155032-d185725-r49853681-InterContinental_Montreal-Montreal_Quebec.html,360 rue st-antoine ouest,montreal,quebec,CAN,h2y 3x4,-1,-1,109,4.126605505
can_montreal_l_appartement_hotel,l appartement hotel,http://www.tripadvisor.com/ShowUserReviews-g155032-d183249-r47189798-L_Appartement_Hotel-Montreal_Quebec.html,455 rue sherbrooke ouest,montreal,quebec,CAN,h3a 1b7,-1,-1,27,4.066666667
can_montreal_sheraton_le_centre_montreal_hotel,sheraton le centre montreal hotel,http://www.tripadvisor.com/ShowUserReviews-g155032-d183253-r50428480-Sheraton_Le_Centre_Montreal_Hotel-Montreal_Quebec.html,1201 boulevard rene-levesque west,montreal,quebec,CAN,h3b 2l7,-1,-1,164,3.909756098
can_montreal_fairmont_the_queen_elizabeth,fairmont the queen elizabeth,http://www.tripadvisor.com/ShowUserReviews-g155032-d185747-r50454161-Fairmont_The_Queen_Elizabeth-Montreal_Quebec.html,900 blvd. rene levesque west,montreal,quebec,CAN,h3b 4a5,-1,-1,151,4.01589404
can_montreal_chateau_versailles,chateau versailles,http://www.tripadvisor.com/ShowUserReviews-g155032-d183238-r46886822-Chateau_Versailles-Montreal_Quebec.html,1659 sherbrooke street west,montreal,quebec,CAN,h3h 1e3,-1,-1,49,4.102040816
can_montreal_delta_montreal_hotel,delta montreal hotel,http://www.tripadvisor.com/ShowUserReviews-g155032-d186653-r49580566-Delta_Montreal_Hotel-Montreal_Quebec.html,475 president kennedy ave,montreal,quebec,CAN,h3a 1j7,-1,-1,123,3.749593496
can_montreal_candlewood_suites_montreal_centre_ville,candlewood suites montreal centre ville,http://www.tripadvisor.com/ShowUserReviews-g155032-d625171-r50392012-Candlewood_Suites_Montreal_Centre_Ville-Montreal_Quebec.html,191 rene-levesque blvd e,montreal,quebec,CAN,h2x 3z9,-1,-1,51,4.007843137
can_montreal_holiday_inn_express_montreal_centre_ville,holiday inn express montreal centre ville,http://www.tripadvisor.com/ShowUserReviews-g155032-d254352-r49065133-Holiday_Inn_Express_Montreal_Centre_Ville-Montreal_Quebec.html,155 rene levesque boulevard east,montreal,quebec,CAN,h2x 3z8,-1,-1,71,4.056338028
can_montreal_le_roberval,le roberval,http://www.tripadvisor.com/ShowUserReviews-g155032-d320336-r46755645-Le_Roberval-Montreal_Quebec.html,505 rene levesque east,montreal,quebec,CAN,h2l 5b6,-1,-1,26,3.584615385
can_montreal_opus_hotel_montreal,opus hotel montreal,http://www.tripadvisor.com/ShowUserReviews-g155032-d502093-r48439801-Opus_Hotel_Montreal-Montreal_Quebec.html,10 sherbrooke ouest,montreal,quebec,CAN,h2x 4c9,-1,-1,82,4.16097561
can_montreal_gouverneur_hotel_place_dupuis,gouverneur hotel place dupuis,http://www.tripadvisor.com/ShowUserReviews-g155032-d183244-r47477339-Gouverneur_Hotel_Place_Dupuis-Montreal_Quebec.html,1415 rue st-hubert,montreal,quebec,CAN,h2l 3y9,-1,-1,36,4.144444444
can_montreal_hotel_st_denis,hotel st denis,http://www.tripadvisor.com/ShowUserReviews-g155032-d252807-r48786396-Hotel_St_Denis-Montreal_Quebec.html,1254 st-denis,montreal,quebec,CAN,h2x 3j6,-1,-1,56,4.017857143
can_montreal_sandman_hotel_montreal_longueuil,sandman hotel montreal longueuil,http://www.tripadvisor.com/ShowUserReviews-g155032-d489010-r50135243-Sandman_Hotel_Montreal_Longueuil-Montreal_Quebec.html,999 de serigny,montreal,quebec,CAN,pq j4k 2t1,-1,-1,45,3.928888889
can_montreal_hotel_st_paul,hotel st paul,http://www.tripadvisor.com/ShowUserReviews-g155032-d224659-r49936366-Hotel_St_Paul-Montreal_Quebec.html,355 mcgill street,montreal,quebec,CAN,h2y 2e8,-1,-1,57,3.863157895
can_montreal_delta_centre_ville,delta centre ville,http://www.tripadvisor.com/ShowUserReviews-g155032-d218448-r49253876-Delta_Centre_Ville-Montreal_Quebec.html,777 university street,montreal,quebec,CAN,h3c 3z7,-1,-1,100,3.858
can_montreal_residence_inn_montreal_westmount,residence inn montreal westmount,http://www.tripadvisor.com/ShowUserReviews-g155032-d281178-r49302115-Residence_Inn_Montreal_Westmount-Montreal_Quebec.html,2170 lincoln ave.,montreal,quebec,CAN,h3h 2n5,-1,-1,23,3.634782609
can_montreal_le_westin_montreal,le westin montreal,http://www.tripadvisor.com/ShowUserReviews-g155032-d1172053-r50285991-Le_Westin_Montreal-Montreal_Quebec.html,270 saint-antoine west,montreal,quebec,CAN,h2y 0a3,-1,-1,54,4.037037037
can_montreal_hotel_de_l_institut,hotel de l institut,http://www.tripadvisor.com/ShowUserReviews-g155032-d183241-r48405329-Hotel_de_l_Institut-Montreal_Quebec.html,3535 rue st-denis,montreal,quebec,CAN,h2x 3p1,-1,-1,6,4.333333333
can_montreal_days_inn_montreal_downtown,days inn montreal downtown,http://www.tripadvisor.com/ShowUserReviews-g155032-d188207-r49120261-Days_Inn_Montreal_Downtown-Montreal_Quebec.html,215 rene levesque boulevard,montreal,quebec,CAN,h2x 1n7,-1,-1,45,3.453333333
can_montreal_hyatt_regency_montreal,hyatt regency montreal,http://www.tripadvisor.com/ShowUserReviews-g155032-d183609-r50079653-Hyatt_Regency_Montreal-Montreal_Quebec.html,1255 jeanne mance street,montreal,quebec,CAN,h5b 1e5,-1,-1,139,3.820143885
can_montreal_ritz_carlton_montreal,ritz carlton montreal,http://www.tripadvisor.com/ShowUserReviews-g155032-d155207-r28772830-Ritz_Carlton_Montreal-Montreal_Quebec.html,1228 sherbrooke west,montreal,quebec,CAN,h3g 1h6,-1,-1,47,4.076595745
can_montreal_le_cantlie_suites_hotel,le cantlie suites hotel,http://www.tripadvisor.com/ShowUserReviews-g155032-d183615-r50341072-Le_Cantlie_Suites_Hotel-Montreal_Quebec.html,1110 rue sherbrooke ouest,montreal,quebec,CAN,h3a 1g9,-1,-1,113,3.598230088
can_montreal_le_saint_andre_hotel_montreal,le saint andre hotel montreal,http://www.tripadvisor.com/ShowUserReviews-g155032-d1210236-r42031566-Le_Saint_Andre_Hotel_Montreal-Montreal_Quebec.html,1285 st-andre street,montreal,quebec,CAN,h2l 3t1,-1,-1,2,4
can_montreal_quality_hotel_downtown,quality hotel downtown,http://www.tripadvisor.com/ShowUserReviews-g155032-d183265-r47920053-Quality_Hotel_Downtown-Montreal_Quebec.html,3440 avenue du parc,montreal,quebec,CAN,h2x 2h5,-1,-1,26,3.607692308
can_montreal_courtyard_montreal_downtown,courtyard montreal downtown,http://www.tripadvisor.com/ShowUserReviews-g155032-d185292-r46854827-Courtyard_Montreal_Downtown-Montreal_Quebec.html,410 sherbrooke st. west,montreal,quebec,CAN,h3a 1b3,-1,-1,54,3.755555556
can_montreal_auberge_de_jeunesse_maeva_montreal,auberge de jeunesse maeva montreal,http://www.tripadvisor.com/ShowUserReviews-g155032-d1202659-r49693495-Auberge_de_Jeunesse_Maeva_Montreal-Montreal_Quebec.html,4755 rue sthubert ,montreal,quebec,CAN,h2j 2x6,-1,-1,3,4
can_montreal_crowne_plaza_hotel_montreal_airport,crowne plaza hotel montreal airport,http://www.tripadvisor.com/ShowUserReviews-g155032-d1138548-r49135492-Crowne_Plaza_Hotel_Montreal_Airport-Montreal_Quebec.html,6600 cote de liesse,montreal,quebec,CAN,h4t 1e3,-1,-1,7,4.257142857
can_montreal_hotel_plateau_royale,hotel plateau royale,http://www.tripadvisor.com/ShowUserReviews-g155032-d676573-r46872469-Hotel_Plateau_Royale-Montreal_Quebec.html,4555 avenue du parc,montreal,quebec,CAN,h2v 4e4,-1,-1,18,3.611111111
can_montreal_auberge_le_pomerol,auberge le pomerol,http://www.tripadvisor.com/ShowUserReviews-g155032-d281914-r50379372-Auberge_Le_Pomerol-Montreal_Quebec.html,819 blvd de maisonneuve east,montreal,quebec,CAN,h2l 1y7,-1,-1,12,4.266666667
can_montreal_le_nouvel_hotel_montreal,le nouvel hotel montreal,http://www.tripadvisor.com/ShowUserReviews-g155032-d183255-r49286237-Le_Nouvel_Hotel_Montreal-Montreal_Quebec.html,1740 blvd rene-levesque,montreal,quebec,CAN,h3h 1r3,-1,-1,37,3.227027027
can_montreal_hotel_ruby_foo_s,hotel ruby foo s,http://www.tripadvisor.com/ShowUserReviews-g155032-d183226-r42765310-Hotel_Ruby_Foo_s-Montreal_Quebec.html,7655 decarie boulevard,montreal,quebec,CAN,h4p 2h2,-1,-1,16,3.4875
can_montreal_hotel_manoir_des_alpes,hotel manoir des alpes,http://www.tripadvisor.com/ShowUserReviews-g155032-d155314-r44518458-Hotel_Manoir_des_Alpes-Montreal_Quebec.html,1245 rue st-andre,montreal,quebec,CAN,h2l 3t1,-1,-1,36,3.805555556
can_montreal_grand_plaza_montreal_centre_ville,grand plaza montreal centre ville,http://www.tripadvisor.com/ShowUserReviews-g155032-d183239-r45412419-Grand_Plaza_Montreal_Centre_Ville-Montreal_Quebec.html,505 sherbrooke st e,montreal,quebec,CAN,h2l 4n3,-1,-1,71,3.43943662
can_montreal_les_studios_hotel,les studios hotel,http://www.tripadvisor.com/ShowUserReviews-g155032-d1447493-r37941299-Les_Studios_Hotel-Montreal_Quebec.html,2450 boulevard edouard montpetit,montreal,quebec,CAN,h3t 1j4,-1,-1,3,3.866666667
can_montreal_best_western_ville_marie_hotel_suite,best western ville marie hotel suite,http://www.tripadvisor.com/ShowUserReviews-g155032-d183235-r40559566-Best_Western_Ville_Marie_Hotel_Suite-Montreal_Quebec.html,3407 peel st,montreal,quebec,CAN,h3a 1w7,-1,-1,24,3.55
can_montreal_hotel_le_rivage,hotel le rivage,http://www.tripadvisor.com/ShowUserReviews-g155032-d619380-r36182372-Hotel_Le_Rivage-Montreal_Quebec.html,15 boul labelle,montreal,quebec,CAN,j7a 2g9,-1,-1,4,4.1
can_montreal_auberge_ywca_hotel,auberge ywca hotel,http://www.tripadvisor.com/ShowUserReviews-g155032-d568410-r46570591-Auberge_YWCA_Hotel-Montreal_Quebec.html,1165 crescent street,montreal,quebec,CAN,h3g1t3,-1,-1,4,3.95
can_montreal_lord_berri,lord berri,http://www.tripadvisor.com/ShowUserReviews-g155032-d183259-r45669954-Lord_Berri-Montreal_Quebec.html,1199 rue berri,montreal,quebec,CAN,h2l 4c6,-1,-1,34,3.223529412
can_montreal_la_presidence_deluxe_apartments,la presidence deluxe apartments,http://www.tripadvisor.com/ShowUserReviews-g155032-d254349-r35398695-La_Presidence_Deluxe_Apartments-Montreal_Quebec.html,505 sherbrooke st. east,montreal,quebec,CAN,h2l 4n3,-1,-1,8,3.675
can_montreal_le_meridien_versailles,le meridien versailles,http://www.tripadvisor.com/ShowUserReviews-g155032-d268364-r47227475-Le_Meridien_Versailles-Montreal_Quebec.html,1808  sherbrooke street west,montreal,quebec,CAN,h3h 1e5,-1,-1,38,3.852631579
can_montreal_auberge_louisbourg_hotel,auberge louisbourg hotel,http://www.tripadvisor.com/ShowUserReviews-g155032-d281913-r39712179-Auberge_Louisbourg_Hotel-Montreal_Quebec.html,1649 saint-hubert,montreal,quebec,CAN,h2l 3z1,-1,-1,1,4.8
can_montreal_hotel_le_saint_andre,hotel le saint andre,http://www.tripadvisor.com/ShowUserReviews-g155032-d296494-r47863993-Hotel_Le_Saint_Andre-Montreal_Quebec.html,1285 rue st-andre,montreal,quebec,CAN,h2l 3t1,-1,-1,32,3.4625
can_montreal_studios_quartier_latin,studios quartier latin,http://www.tripadvisor.com/ShowUserReviews-g155032-d183619-r3744919-Studios_Quartier_Latin-Montreal_Quebec.html,2024 st-hubert #a,montreal,quebec,CAN,h2l 3z5,-1,-1,1,4.4
can_montreal_royal_versailles_hotel,royal versailles hotel,http://www.tripadvisor.com/ShowUserReviews-g155032-d250061-r35703323-Royal_Versailles_Hotel-Montreal_Quebec.html,7200 sherbrooke st. east,montreal,quebec,CAN,h1n 1e7,-1,-1,9,2.711111111
can_montreal_holiday_inn_select_montreal_centre_ville,holiday inn select montreal centre ville,http://www.tripadvisor.com/ShowUserReviews-g155032-d185290-r49366024-Holiday_Inn_Select_Montreal_Centre_Ville-Montreal_Quebec.html,99 viger avenue & st. urbain st.,montreal,quebec,CAN,h2z 1e9,-1,-1,58,3.703448276
can_montreal_hotel_l_abri_du_voyageur,hotel l abri du voyageur,http://www.tripadvisor.com/ShowUserReviews-g155032-d185735-r47409807-Hotel_l_Abri_du_Voyageur-Montreal_Quebec.html,9 rue ste-catherine ouest,montreal,quebec,CAN,h2x 1z5,-1,-1,17,3.552941176
can_montreal_hotel_maritime_plaza,hotel maritime plaza,http://www.tripadvisor.com/ShowUserReviews-g155032-d183261-r46845734-Hotel_Maritime_Plaza-Montreal_Quebec.html,1155 rue guy,montreal,quebec,CAN,h3h 2k5,-1,-1,46,3.443478261
can_montreal_best_western_europa_downtown,best western europa downtown,http://www.tripadvisor.com/ShowUserReviews-g155032-d183234-r49150251-Best_Western_Europa_Downtown-Montreal_Quebec.html,1240 rue drummond,montreal,quebec,CAN,h3g 1v7,-1,-1,43,3.479069767
can_montreal_hotel_a2k,hotel a2k,http://www.tripadvisor.com/ShowUserReviews-g155032-d656372-r39064045-Hotel_A2K-Montreal_Quebec.html,1475 rene-levesque west,montreal,quebec,CAN,h3g 1t8,-1,-1,8,3.925
can_montreal_mcgill_new_residence_hall,mcgill new residence hall,http://www.tripadvisor.com/ShowUserReviews-g155032-d667847-r48854647-McGill_New_Residence_Hall-Montreal_Quebec.html,3625 avenue du parc,montreal,quebec,CAN,h2x 3p8,-1,-1,7,3.742857143
can_montreal_hotel_auberge_universel,hotel auberge universel,http://www.tripadvisor.com/ShowUserReviews-g155032-d183268-r38591802-Hotel_Auberge_Universel-Montreal_Quebec.html,5000 rue sherbrooke east,montreal,quebec,CAN,h1v 1a1,-1,-1,15,2.973333333
can_montreal_quality_hotel_midtown,quality hotel midtown,http://www.tripadvisor.com/ShowUserReviews-g155032-d268107-r48180715-Quality_Hotel_Midtown-Montreal_Quebec.html,6445 boul decarie,montreal,quebec,CAN,h3w 3e1,-1,-1,24,3.341666667
can_montreal_universite_de_montreal_residence,universite de montreal residence,http://www.tripadvisor.com/ShowUserReviews-g155032-d185755-r47262055-Universite_de_Montreal_Residence-Montreal_Quebec.html,2350 blvd. edouard-montpetit,montreal,quebec,CAN,h3t 1j4,-1,-1,-1,-1
can_montreal_du_fort_hotel_montreal,du fort hotel montreal,http://www.tripadvisor.com/ShowUserReviews-g155032-d1213441-r32707864-Du_Fort_Hotel_Montreal-Montreal_Quebec.html,1390 rue du fort,montreal,quebec,CAN,h3h 2r7,-1,-1,1,4.4
can_montreal_holiday_inn_montreal_midtown,holiday inn montreal midtown,http://www.tripadvisor.com/ShowUserReviews-g155032-d155203-r49968357-Holiday_Inn_Montreal_Midtown-Montreal_Quebec.html,420 sherbrooke street west,montreal,quebec,CAN,h3a 1b4,-1,-1,61,3.298360656
can_montreal_hotel_de_paris,hotel de paris,http://www.tripadvisor.com/ShowUserReviews-g155032-d226777-r50358004-Hotel_De_Paris-Montreal_Quebec.html,901 rue sherbrooke east,montreal,quebec,CAN,h2l 1l3,-1,-1,32,3.51875
can_montreal_le_montfort,le montfort,http://www.tripadvisor.com/ShowUserReviews-g155032-d183230-r23671409-Le_Montfort-Montreal_Quebec.html,1975 de maisonneuve,montreal,quebec,CAN,h3h 1k4,-1,-1,1,4.2
can_montreal_manoir_ambrose,manoir ambrose,http://www.tripadvisor.com/ShowUserReviews-g155032-d186190-r48604201-Manoir_Ambrose-Montreal_Quebec.html,3422 stanley st,montreal,quebec,CAN,h3a 1r8,-1,-1,5,3.48
can_montreal_hotel_montreal_centrale,hotel montreal centrale,http://www.tripadvisor.com/ShowUserReviews-g155032-d622072-r48064770-Hotel_Montreal_Centrale-Montreal_Quebec.html,1586 st hubert,montreal,quebec,CAN,h2l 3z3,-1,-1,5,3.92
can_montreal_centre_ville_hotel,centre ville hotel,http://www.tripadvisor.com/ShowUserReviews-g155032-d549900-r21876743-Centre_Ville_Hotel-Montreal_Quebec.html,259 ste. catherine est,montreal,quebec,CAN,h2x-1l5,-1,-1,-1,-1
can_montreal_mcgill_student_apartments,mcgill student apartments,http://www.tripadvisor.com/ShowUserReviews-g155032-d185751-r3938751-McGill_Student_Apartments-Montreal_Quebec.html,3935 rue university,montreal,quebec,CAN,h3a 2b4,-1,-1,-1,-1
can_montreal_comfort_hotel_suites_downtown_montreal,comfort hotel suites downtown montreal,http://www.tripadvisor.com/ShowUserReviews-g155032-d183256-r39504751-Comfort_Hotel_Suites_Downtown_Montreal-Montreal_Quebec.html,1600 st hubert,montreal,quebec,CAN,h2l 3z3,-1,-1,24,2.666666667
can_montreal_le_cafe_st_paul,le cafe st paul,http://www.tripadvisor.com/ShowUserReviews-g155032-d1105903-r17966040-Le_Cafe_St_Paul-Montreal_Quebec.html,43  rue st-paul o corner place royal,montreal,quebec,CAN,h2y 1z5,-1,-1,-1,-1
can_montreal_hotel_viger,hotel viger,http://www.tripadvisor.com/ShowUserReviews-g155032-d252809-r49288267-Hotel_Viger-Montreal_Quebec.html,1001 saint-hubert st,montreal,quebec,CAN,h2l 3y3,-1,-1,15,3.413333333
can_montreal_montreal_youth_hostel,montreal youth hostel,http://www.tripadvisor.com/ShowUserReviews-g155032-d1068480-r16509727-Montreal_Youth_Hostel-Montreal_Quebec.html,1030 mackay,montreal,quebec,CAN,h3g 2h1,-1,-1,1,4
can_montreal_hotel_terrasse_royale,hotel terrasse royale,http://www.tripadvisor.com/ShowUserReviews-g155032-d252808-r40835224-Hotel_Terrasse_Royale-Montreal_Quebec.html,5225 cote-des-neiges,montreal,quebec,CAN,h3t 1y1,-1,-1,7,3.342857143
