2009_infiniti_fx35,2009,53,7.3,8.77,9.06,9.26,8.98,8.97
2009_infiniti_g37,2009,68,7.82,9.62,9.32,9.76,9.65,9.37
2009_infiniti_m35,2009,11,6.36,8.82,9.27,9.27,8.36,8.43
2009_jeep_compass,2009,14,9,8.79,8.57,9.36,9.57,9.13
2009_jeep_grand_cherokee,2009,20,7.05,9.7,9.5,9.65,9.7,9.24
2009_jeep_liberty,2009,14,6.86,8.21,8.93,8.43,8.79,8.38
2009_jeep_patriot,2009,44,8.61,8.48,8.95,8.8,9.05,8.76
2009_jeep_wrangler,2009,45,6.76,8.53,8.6,9.38,9.87,8.84
2009_kia_borrego,2009,23,8.78,9.39,9.48,9.48,9.65,9.34
2009_kia_optima,2009,19,9.58,9.26,8.89,9.37,9.26,9.29
2009_kia_spectra,2009,21,9.29,8.52,8.24,9.29,8.57,8.77
2009_kia_sportage,2009,21,7.86,7.76,8,9.14,8.81,8.49
2009_lexus_es_350,2009,15,8.87,9,9.53,9.67,9.27,9.36
2009_lexus_is_250,2009,11,8.45,7.55,8,9.36,8.36,8.61
2009_lexus_rx_350,2009,27,8.11,8.93,8.89,9.52,7.93,8.76
2009_mazda_cx-7,2009,16,6.88,9.44,8.56,8.81,9.5,8.69
2009_mazda_cx-9,2009,37,7.16,9.24,9.16,9.24,9.35,8.96
2009_mazda_mazda3,2009,54,7.96,8.76,8.61,9.07,9.3,8.84
2009_mazda_mazda5,2009,47,8.85,8.91,8.74,9.04,9.43,8.98
2009_mazda_mazda6,2009,149,8.26,9.17,9.23,9.38,9.47,9.22
2009_mazda_mazdaspeed_mazda3,2009,15,7.87,9.73,9.4,9.4,9.8,9.26
2009_mazda_mx-5_miata,2009,14,8.64,9.14,8.14,9.57,9.36,9.04
2009_mazda_rx-8,2009,11,6.64,8.73,8.82,8.36,9.45,8.56
2009_mercedes-benz_c-class,2009,92,7.59,8.74,9.04,9.09,8.89,8.88
2009_mercedes-benz_e-class,2009,36,7.94,8.11,8.78,8.39,8.78,8.55
2009_mercedes-benz_m-class,2009,34,7.65,9,9.12,9.06,8.88,8.92
2009_mini_cooper,2009,35,9.4,9.54,8.57,9.4,9.8,9.3
2009_mini_cooper_clubman,2009,22,9.23,8.86,8.27,9.18,9.64,9.03
2009_mitsubishi_galant,2009,21,8.14,9.05,9,9.62,9.33,8.98
2009_mitsubishi_lancer,2009,71,8.45,8.92,8.7,9.3,9.51,8.95
2009_mitsubishi_outlander,2009,21,8.19,8.71,8.81,9.1,9.24,8.8
2009_nissan_370z,2009,39,7.54,9.36,8.15,9.03,9.64,8.87
2009_nissan_altima,2009,85,8.82,8.71,8.58,8.75,8.98,8.86
2009_nissan_altima_hybrid,2009,20,9,8.85,9,8.3,8.75,8.72
2009_nissan_cube,2009,57,8.67,8.18,9.09,8.98,9.28,8.9
2009_nissan_frontier,2009,26,7.38,9.08,8.54,9.31,8.54,8.73
2009_nissan_gt-r,2009,14,7,9.86,8.36,9.36,9.36,8.92
2009_nissan_maxima,2009,108,7.77,9.2,9.16,9.17,9.37,9.06
2009_nissan_murano,2009,154,7.59,9.34,9.45,9.26,9.26,9.1
2009_nissan_rogue,2009,55,8.55,8.56,8.64,8.67,8.6,8.55
2009_nissan_sentra,2009,12,8.75,9.08,9.25,9.33,9.25,8.99
2009_nissan_versa,2009,73,8.73,8.3,8.68,8.64,8.64,8.58
2009_nissan_xterra,2009,13,7.15,9.15,8.46,9.38,9.46,8.93
2009_pontiac_g3,2009,13,8.69,7.85,8.31,8.62,8.62,8.31
2009_pontiac_g5,2009,15,9.13,8.53,7.33,8.07,8.8,8.35
2009_pontiac_g6,2009,22,7.36,8.77,8.27,8.18,8.91,8.24
2009_pontiac_g8,2009,132,7.67,9.75,9.4,9.52,9.83,9.28
2009_pontiac_vibe,2009,112,8.78,8.89,8.74,9.16,9.15,8.97
2009_saturn_aura,2009,16,7.69,7.06,7.44,6.94,6.94,7.35
2009_saturn_vue,2009,22,7.36,8.36,8.27,8.64,8.82,8.5
2009_saturn_vue_hybrid,2009,12,7.67,7.17,8.42,8,8.08,8.25
2009_scion_tc,2009,30,7.77,8.73,8.73,9.1,9.23,8.83
2009_scion_xb,2009,90,8.46,9.16,8.83,9.61,9.49,9.09
2009_scion_xd,2009,44,9.57,9.25,8.91,9.52,9.64,9.31
2009_smart_fortwo,2009,31,9.32,7.35,8.77,9.48,9.26,9.12
2009_subaru_forester,2009,179,7.84,8.46,8.21,8.64,8.59,8.38
2009_subaru_impreza,2009,57,7.89,9.18,8.86,9.23,9.47,8.89
2009_subaru_legacy,2009,44,7.8,8.86,8.73,9.5,9.23,8.97
2009_subaru_outback,2009,44,7.82,8.25,8.61,8.57,8.66,8.42
2009_subaru_tribeca,2009,12,6.67,9.42,9.67,9.42,9.5,9.13
2009_suzuki_grand_vitara,2009,12,6.75,7.25,7.92,7.5,7.75,7.71
2009_suzuki_sx4,2009,17,7.59,8.59,8.18,8.88,8.53,8.5
2009_toyota_avalon,2009,18,8.83,7.89,8.17,8.06,7.11,8.16
2009_toyota_camry,2009,140,8.62,8.52,8.54,9.06,8.26,8.61
2009_toyota_camry_hybrid,2009,122,9.63,9.08,9.18,9.65,8.87,9.27
2009_toyota_corolla,2009,226,9.25,8.11,8.17,9.15,7.98,8.51
2009_toyota_highlander,2009,42,8,9.1,9.24,9.6,8.69,9.01
2009_toyota_matrix,2009,78,8.36,8.9,8.4,9.35,8.79,8.7
2009_toyota_prius,2009,44,8.95,8.48,8.39,9.43,8.59,8.73
2009_toyota_rav4,2009,86,8.03,8.86,8.03,9.23,8.59,8.58
2009_toyota_sienna,2009,30,8.03,9.33,9.3,9.1,8.97,9.04
2009_toyota_tacoma,2009,75,7.59,8.13,8.09,8.4,8.36,8.24
2009_toyota_venza,2009,124,8.33,9.04,9.17,9.44,8.85,9.11
2009_toyota_yaris,2009,60,9.62,8.58,8.23,9.73,8.8,9
2009_volkswagen_cc,2009,94,8.96,9.34,9.37,9.39,9.44,9.39
2009_volkswagen_eos,2009,26,8.62,7.85,8.77,7.85,8.81,8.49
2009_volkswagen_gti,2009,19,9.11,9.21,8.95,8.89,9.74,9.16
2009_volkswagen_jetta,2009,171,9.27,9.35,9.01,9.18,9.5,9.19
2009_volkswagen_passat,2009,18,8.11,8.89,8.78,8.33,9.06,8.73
2009_volkswagen_rabbit,2009,30,7.23,9.03,8.87,8.73,9.27,8.81
2009_volkswagen_routan,2009,47,7.7,8.87,9.62,8.94,9.26,8.94
2009_volkswagen_tiguan,2009,88,8.2,9.39,9.33,9.11,9.45,9.18
2009_volvo_c70,2009,16,7.88,8.25,9.13,9.31,9.13,9
